"category","key","expected_path","trait_1","trait_2","trait_3","direction"
"nails","medium/round/red","public/beauty-dna-package/matrix/nails/medium/round/red.webp","medium","round","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/round/french","public/beauty-dna-package/matrix/nails/medium/round/french.webp","medium","round","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/round/burgundy","public/beauty-dna-package/matrix/nails/medium/round/burgundy.webp","medium","round","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/round/funny-bunny","public/beauty-dna-package/matrix/nails/medium/round/funny-bunny.webp","medium","round","funny-bunny","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/round/mocha-chrome","public/beauty-dna-package/matrix/nails/medium/round/mocha-chrome.webp","medium","round","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/oval/red","public/beauty-dna-package/matrix/nails/medium/oval/red.webp","medium","oval","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/oval/french","public/beauty-dna-package/matrix/nails/medium/oval/french.webp","medium","oval","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/oval/burgundy","public/beauty-dna-package/matrix/nails/medium/oval/burgundy.webp","medium","oval","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/oval/funny-bunny","public/beauty-dna-package/matrix/nails/medium/oval/funny-bunny.webp","medium","oval","funny-bunny","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/oval/mocha-chrome","public/beauty-dna-package/matrix/nails/medium/oval/mocha-chrome.webp","medium","oval","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/square/red","public/beauty-dna-package/matrix/nails/medium/square/red.webp","medium","square","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/square/french","public/beauty-dna-package/matrix/nails/medium/square/french.webp","medium","square","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/square/burgundy","public/beauty-dna-package/matrix/nails/medium/square/burgundy.webp","medium","square","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/square/mocha-chrome","public/beauty-dna-package/matrix/nails/medium/square/mocha-chrome.webp","medium","square","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/almond/red","public/beauty-dna-package/matrix/nails/medium/almond/red.webp","medium","almond","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/almond/french","public/beauty-dna-package/matrix/nails/medium/almond/french.webp","medium","almond","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/almond/funny-bunny","public/beauty-dna-package/matrix/nails/medium/almond/funny-bunny.webp","medium","almond","funny-bunny","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/coffin/red","public/beauty-dna-package/matrix/nails/medium/coffin/red.webp","medium","coffin","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/coffin/french","public/beauty-dna-package/matrix/nails/medium/coffin/french.webp","medium","coffin","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/coffin/burgundy","public/beauty-dna-package/matrix/nails/medium/coffin/burgundy.webp","medium","coffin","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/coffin/funny-bunny","public/beauty-dna-package/matrix/nails/medium/coffin/funny-bunny.webp","medium","coffin","funny-bunny","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","medium/coffin/mocha-chrome","public/beauty-dna-package/matrix/nails/medium/coffin/mocha-chrome.webp","medium","coffin","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/round/red","public/beauty-dna-package/matrix/nails/long/round/red.webp","long","round","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/round/french","public/beauty-dna-package/matrix/nails/long/round/french.webp","long","round","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/round/burgundy","public/beauty-dna-package/matrix/nails/long/round/burgundy.webp","long","round","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/round/funny-bunny","public/beauty-dna-package/matrix/nails/long/round/funny-bunny.webp","long","round","funny-bunny","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/round/mocha-chrome","public/beauty-dna-package/matrix/nails/long/round/mocha-chrome.webp","long","round","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/oval/red","public/beauty-dna-package/matrix/nails/long/oval/red.webp","long","oval","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/oval/french","public/beauty-dna-package/matrix/nails/long/oval/french.webp","long","oval","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/oval/burgundy","public/beauty-dna-package/matrix/nails/long/oval/burgundy.webp","long","oval","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/oval/funny-bunny","public/beauty-dna-package/matrix/nails/long/oval/funny-bunny.webp","long","oval","funny-bunny","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/oval/mocha-chrome","public/beauty-dna-package/matrix/nails/long/oval/mocha-chrome.webp","long","oval","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/square/red","public/beauty-dna-package/matrix/nails/long/square/red.webp","long","square","red","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/square/french","public/beauty-dna-package/matrix/nails/long/square/french.webp","long","square","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/square/burgundy","public/beauty-dna-package/matrix/nails/long/square/burgundy.webp","long","square","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/square/funny-bunny","public/beauty-dna-package/matrix/nails/long/square/funny-bunny.webp","long","square","funny-bunny","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/square/mocha-chrome","public/beauty-dna-package/matrix/nails/long/square/mocha-chrome.webp","long","square","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/coffin/french","public/beauty-dna-package/matrix/nails/long/coffin/french.webp","long","coffin","french","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/coffin/burgundy","public/beauty-dna-package/matrix/nails/long/coffin/burgundy.webp","long","coffin","burgundy","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"nails","long/coffin/mocha-chrome","public/beauty-dna-package/matrix/nails/long/coffin/mocha-chrome.webp","long","coffin","mocha-chrome","Same hand, same angle, same background and lighting for every nail combo. Real manicure length/shape/color; keep the hand elegant and centered."
"lashes","natural/classic/short","public/beauty-dna-package/matrix/lashes/natural/classic/short.webp","natural","classic","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","natural/classic/long","public/beauty-dna-package/matrix/lashes/natural/classic/long.webp","natural","classic","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","natural/greek/short","public/beauty-dna-package/matrix/lashes/natural/greek/short.webp","natural","greek","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","natural/greek/medium","public/beauty-dna-package/matrix/lashes/natural/greek/medium.webp","natural","greek","medium","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","natural/greek/long","public/beauty-dna-package/matrix/lashes/natural/greek/long.webp","natural","greek","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","natural/mega/short","public/beauty-dna-package/matrix/lashes/natural/mega/short.webp","natural","mega","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","natural/mega/long","public/beauty-dna-package/matrix/lashes/natural/mega/long.webp","natural","mega","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/classic/short","public/beauty-dna-package/matrix/lashes/cat-eye/classic/short.webp","cat-eye","classic","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/classic/medium","public/beauty-dna-package/matrix/lashes/cat-eye/classic/medium.webp","cat-eye","classic","medium","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/classic/long","public/beauty-dna-package/matrix/lashes/cat-eye/classic/long.webp","cat-eye","classic","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/greek/short","public/beauty-dna-package/matrix/lashes/cat-eye/greek/short.webp","cat-eye","greek","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/greek/medium","public/beauty-dna-package/matrix/lashes/cat-eye/greek/medium.webp","cat-eye","greek","medium","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/greek/long","public/beauty-dna-package/matrix/lashes/cat-eye/greek/long.webp","cat-eye","greek","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/hybrid/short","public/beauty-dna-package/matrix/lashes/cat-eye/hybrid/short.webp","cat-eye","hybrid","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/hybrid/long","public/beauty-dna-package/matrix/lashes/cat-eye/hybrid/long.webp","cat-eye","hybrid","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/mega/short","public/beauty-dna-package/matrix/lashes/cat-eye/mega/short.webp","cat-eye","mega","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/mega/medium","public/beauty-dna-package/matrix/lashes/cat-eye/mega/medium.webp","cat-eye","mega","medium","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","cat-eye/mega/long","public/beauty-dna-package/matrix/lashes/cat-eye/mega/long.webp","cat-eye","mega","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/classic/short","public/beauty-dna-package/matrix/lashes/wispy/classic/short.webp","wispy","classic","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/classic/medium","public/beauty-dna-package/matrix/lashes/wispy/classic/medium.webp","wispy","classic","medium","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/classic/long","public/beauty-dna-package/matrix/lashes/wispy/classic/long.webp","wispy","classic","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/greek/short","public/beauty-dna-package/matrix/lashes/wispy/greek/short.webp","wispy","greek","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/greek/long","public/beauty-dna-package/matrix/lashes/wispy/greek/long.webp","wispy","greek","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/hybrid/short","public/beauty-dna-package/matrix/lashes/wispy/hybrid/short.webp","wispy","hybrid","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/hybrid/medium","public/beauty-dna-package/matrix/lashes/wispy/hybrid/medium.webp","wispy","hybrid","medium","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/hybrid/long","public/beauty-dna-package/matrix/lashes/wispy/hybrid/long.webp","wispy","hybrid","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/mega/short","public/beauty-dna-package/matrix/lashes/wispy/mega/short.webp","wispy","mega","short","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/mega/medium","public/beauty-dna-package/matrix/lashes/wispy/mega/medium.webp","wispy","mega","medium","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"lashes","wispy/mega/long","public/beauty-dna-package/matrix/lashes/wispy/mega/long.webp","wispy","mega","long","Same eye crop, same eye direction, same skin tone and lighting for every lash combo. Real lash map/volume/length variation; no painted-on filter effect."
"brows","soft/thin/light-brown","public/beauty-dna-package/matrix/brows/soft/thin/light-brown.webp","soft","thin","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","soft/thin/brown","public/beauty-dna-package/matrix/brows/soft/thin/brown.webp","soft","thin","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","soft/thin/black","public/beauty-dna-package/matrix/brows/soft/thin/black.webp","soft","thin","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","soft/thick/light-brown","public/beauty-dna-package/matrix/brows/soft/thick/light-brown.webp","soft","thick","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","soft/thick/brown","public/beauty-dna-package/matrix/brows/soft/thick/brown.webp","soft","thick","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","soft/thick/black","public/beauty-dna-package/matrix/brows/soft/thick/black.webp","soft","thick","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thin/light-brown","public/beauty-dna-package/matrix/brows/straight/thin/light-brown.webp","straight","thin","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thin/brown","public/beauty-dna-package/matrix/brows/straight/thin/brown.webp","straight","thin","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thin/dark-brown","public/beauty-dna-package/matrix/brows/straight/thin/dark-brown.webp","straight","thin","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thin/black","public/beauty-dna-package/matrix/brows/straight/thin/black.webp","straight","thin","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/medium/light-brown","public/beauty-dna-package/matrix/brows/straight/medium/light-brown.webp","straight","medium","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/medium/brown","public/beauty-dna-package/matrix/brows/straight/medium/brown.webp","straight","medium","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/medium/black","public/beauty-dna-package/matrix/brows/straight/medium/black.webp","straight","medium","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thick/light-brown","public/beauty-dna-package/matrix/brows/straight/thick/light-brown.webp","straight","thick","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thick/brown","public/beauty-dna-package/matrix/brows/straight/thick/brown.webp","straight","thick","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thick/dark-brown","public/beauty-dna-package/matrix/brows/straight/thick/dark-brown.webp","straight","thick","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","straight/thick/black","public/beauty-dna-package/matrix/brows/straight/thick/black.webp","straight","thick","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thin/light-brown","public/beauty-dna-package/matrix/brows/natural-arch/thin/light-brown.webp","natural-arch","thin","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thin/brown","public/beauty-dna-package/matrix/brows/natural-arch/thin/brown.webp","natural-arch","thin","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thin/dark-brown","public/beauty-dna-package/matrix/brows/natural-arch/thin/dark-brown.webp","natural-arch","thin","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thin/black","public/beauty-dna-package/matrix/brows/natural-arch/thin/black.webp","natural-arch","thin","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/medium/light-brown","public/beauty-dna-package/matrix/brows/natural-arch/medium/light-brown.webp","natural-arch","medium","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/medium/brown","public/beauty-dna-package/matrix/brows/natural-arch/medium/brown.webp","natural-arch","medium","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/medium/black","public/beauty-dna-package/matrix/brows/natural-arch/medium/black.webp","natural-arch","medium","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thick/light-brown","public/beauty-dna-package/matrix/brows/natural-arch/thick/light-brown.webp","natural-arch","thick","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thick/brown","public/beauty-dna-package/matrix/brows/natural-arch/thick/brown.webp","natural-arch","thick","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thick/dark-brown","public/beauty-dna-package/matrix/brows/natural-arch/thick/dark-brown.webp","natural-arch","thick","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","natural-arch/thick/black","public/beauty-dna-package/matrix/brows/natural-arch/thick/black.webp","natural-arch","thick","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thin/light-brown","public/beauty-dna-package/matrix/brows/defined/thin/light-brown.webp","defined","thin","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thin/brown","public/beauty-dna-package/matrix/brows/defined/thin/brown.webp","defined","thin","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thin/dark-brown","public/beauty-dna-package/matrix/brows/defined/thin/dark-brown.webp","defined","thin","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thin/black","public/beauty-dna-package/matrix/brows/defined/thin/black.webp","defined","thin","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/medium/light-brown","public/beauty-dna-package/matrix/brows/defined/medium/light-brown.webp","defined","medium","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/medium/brown","public/beauty-dna-package/matrix/brows/defined/medium/brown.webp","defined","medium","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/medium/black","public/beauty-dna-package/matrix/brows/defined/medium/black.webp","defined","medium","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thick/light-brown","public/beauty-dna-package/matrix/brows/defined/thick/light-brown.webp","defined","thick","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thick/brown","public/beauty-dna-package/matrix/brows/defined/thick/brown.webp","defined","thick","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thick/dark-brown","public/beauty-dna-package/matrix/brows/defined/thick/dark-brown.webp","defined","thick","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","defined/thick/black","public/beauty-dna-package/matrix/brows/defined/thick/black.webp","defined","thick","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thin/light-brown","public/beauty-dna-package/matrix/brows/high-arch/thin/light-brown.webp","high-arch","thin","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thin/brown","public/beauty-dna-package/matrix/brows/high-arch/thin/brown.webp","high-arch","thin","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thin/dark-brown","public/beauty-dna-package/matrix/brows/high-arch/thin/dark-brown.webp","high-arch","thin","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thin/black","public/beauty-dna-package/matrix/brows/high-arch/thin/black.webp","high-arch","thin","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/medium/light-brown","public/beauty-dna-package/matrix/brows/high-arch/medium/light-brown.webp","high-arch","medium","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/medium/brown","public/beauty-dna-package/matrix/brows/high-arch/medium/brown.webp","high-arch","medium","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/medium/black","public/beauty-dna-package/matrix/brows/high-arch/medium/black.webp","high-arch","medium","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thick/light-brown","public/beauty-dna-package/matrix/brows/high-arch/thick/light-brown.webp","high-arch","thick","light-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thick/brown","public/beauty-dna-package/matrix/brows/high-arch/thick/brown.webp","high-arch","thick","brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thick/dark-brown","public/beauty-dna-package/matrix/brows/high-arch/thick/dark-brown.webp","high-arch","thick","dark-brown","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
"brows","high-arch/thick/black","public/beauty-dna-package/matrix/brows/high-arch/thick/black.webp","high-arch","thick","black","Same brow/eye crop, same face angle and lighting for every brow combo. Real brow shape/thickness/color result; avoid synthetic makeup filters."
